"Date (UTC)","Timestamp (UTC)","Michelle Obama","Ron DeSantis","Kamala Harris","Donald Trump","Joe Biden","Nikki Haley","Vivek Ramaswamy","Gavin Newsom","Robert F. Kennedy Jr.","Chris Christie","Hillary Clinton","Bernie Sanders","AOC","Elizabeth Warren","Kanye West","Other Democrat Politician","Other Republican Politician"
"08-26-2024 00:00","1724630402","0.003","0.0005","0.736","0.255","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"08-27-2024 00:00","1724716801","0.0025","0.0005","0.7405","0.255","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"08-28-2024 00:00","1724803201","0.0025","0.0005","0.7285","0.255","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"08-29-2024 00:00","1724889602","0.003","0.0015","0.7315","0.265","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"08-30-2024 00:00","1724976002","0.0035","0.0015","0.723","0.265","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"08-31-2024 00:00","1725062402","0.004","0.0015","0.7295","0.265","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-01-2024 00:00","1725148802","0.004","0.0015","0.7295","0.265","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-02-2024 00:00","1725235202","0.0035","0.0015","0.7205","0.275","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-03-2024 00:00","1725321602","0.0045","0.0015","0.7185","0.275","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-04-2024 00:00","1725408002","0.0035","0.0005","0.7155","0.275","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-05-2024 00:00","1725494402","0.008","0.0005","0.711","0.275","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-06-2024 00:00","1725580802","0.0035","0.0005","0.703","0.295","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-07-2024 00:00","1725667202","0.0035","0.0005","0.7095","0.275","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-08-2024 00:00","1725753602","0.0045","0.0005","0.7","0.29","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-09-2024 00:00","1725840001","0.005","0.0005","0.6855","0.305","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-10-2024 00:00","1725926402","0.0045","0.0005","0.687","0.305","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-11-2024 00:00","1726012801","0.0055","0.0005","0.7035","0.285","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-12-2024 00:00","1726099202","0.0045","0.0005","0.732","0.255","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-13-2024 00:00","1726185602","0.0045","0.0005","0.745","0.245","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-14-2024 00:00","1726272002","0.0045","0.0005","0.7515","0.235","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-15-2024 00:00","1726358402","0.0045","0.0005","0.7565","0.225","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0045","0.0025"
"09-16-2024 00:00","1726444802","0.0035","0.0005","0.7505","0.245","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-17-2024 00:00","1726531202","0.0045","0.0005","0.7505","0.235","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-18-2024 00:00","1726617602","0.004","0.0005","0.7695","0.225","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-19-2024 00:00","1726704001","0.0045","0.0005","0.7695","0.215","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0025"
"09-20-2024 00:00","1726790402","0.0045","0.0005","0.769","0.215","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0035","0.0035"
"09-21-2024 00:00","1726876802","0.0045","0.0005","0.767","0.225","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.004","0.0035"
"09-22-2024 00:00","1726963202","0.0045","0.0005","0.767","0.215","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0045","0.0035"
"09-23-2024 00:00","1727049602","0.0045","0.0005","0.7685","0.215","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0045","0.0035"
"09-24-2024 00:00","1727136002","0.004","0.0005","0.7555","0.235","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0035","0.0035"
"09-25-2024 00:00","1727222402","0.0035","0.0005","0.754","0.236","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035"
"09-26-2024 00:00","1727308802","0.0035","0.0005","0.7385","0.2525","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-27-2024 00:00","1727395202","0.0035","0.0005","0.7345","0.2585","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 00:00","1727481602","0.0025","0.0005","0.741","0.2495","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-29-2024 00:00","1727568003","0.0025","0.0005","0.7545","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 00:00","1727654403","0.0025","0.0005","0.746","0.242","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 00:00","1727740802","0.003","0.0005","0.753","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 00:00","1727827202","0.0025","0.0005","0.754","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.004","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 00:00","1727913602","0.0025","0.0005","0.755","0.2355","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-04-2024 00:00","1728000002","0.0025","0.0005","0.7505","0.2415","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-05-2024 00:00","1728086402","0.0025","0.0005","0.7455","0.247","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.002"
"10-06-2024 00:00","1728172802","0.0025","0.0005","0.7385","0.2515","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"10-07-2024 00:00","1728259202","0.0015","0.0005","0.7375","0.2575","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0015"
"10-08-2024 00:00","1728345602","0.0015","0.0005","0.741","0.2565","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0015"
"10-09-2024 00:00","1728432002","0.0015","0.001","0.7285","0.268","0.0005","0.0015","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0015","0.0015"
"10-10-2024 00:00","1728518402","0.0015","0.0015","0.7215","0.272","0.0005","0.0015","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0015"
"10-11-2024 00:00","1728604803","0.0015","0.0005","0.714","0.281","0.0005","0.0015","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0015"
"10-12-2024 00:00","1728691202","0.0015","0.0005","0.716","0.2765","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0015"
"10-13-2024 00:00","1728777603","0.002","0.0005","0.724","0.2715","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0015"
"10-14-2024 00:00","1728864002","0.0015","0.0005","0.7105","0.285","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0015"
"10-15-2024 00:00","1728950402","0.0015","0.0005","0.667","0.329","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0015"
"10-16-2024 00:00","1729036803","0.0015","0.0005","0.657","0.3405","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0015","0.0015"
"10-17-2024 00:00","1729123202","0.0005","0.0005","0.641","0.3605","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-18-2024 00:00","1729209602","0.0005","0.0005","0.6595","0.341","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-19-2024 00:00","1729296002","0.0005","0.0005","0.683","0.3135","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-20-2024 00:00","1729382402","0.0005","0.0005","0.6875","0.3115","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-21-2024 00:00","1729468802","0.0005","0.0005","0.6645","0.3335","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-22-2024 00:00","1729555202","0.0005","0.0005","0.62","0.382","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-23-2024 00:00","1729641602","0.0005","0.0005","0.5935","0.407","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-24-2024 00:00","1729728003","0.0005","0.0005","0.62","0.382","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-25-2024 00:00","1729814403","0.0005","0.0005","0.5995","0.4015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-26-2024 00:00","1729900803","0.0005","0.0005","0.6045","0.3955","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-27-2024 00:00","1729987203","0.0005","0.0005","0.589","0.4115","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-28-2024 00:00","1730073603","0.0005","0.0005","0.5815","0.419","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-29-2024 00:00","1730160002","0.0005","0.0005","0.5705","0.4295","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-30-2024 00:00","1730246403","0.0005","0.0005","0.5825","0.4185","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"10-31-2024 00:00","1730332803","0.0005","0.0005","0.6135","0.3875","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"11-01-2024 00:00","1730419203","0.0005","0.0005","0.6275","0.373","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"11-02-2024 00:00","1730505603","0.0005","0.0005","0.6845","0.316","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"11-03-2024 00:00","1730592003","0.0005","0.0005","0.739","0.2585","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"11-04-2024 00:00","1730678403","0.0005","0.0005","0.741","0.2565","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"11-05-2024 00:00","1730764802","0.0005","0.0005","0.7265","0.274","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"11-06-2024 00:00","1730851202","0.0005","0.0005","0.7255","0.2855","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"11-07-2024 00:00","1730937603","0.0005","0.0005","0.001","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"11-08-2024 00:00","1731024002","0.0005","0.0005","0.002","0.9975","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","","0.0005","0.0005"
"11-09-2024 00:00","1731110403","0.0005","0.0005","0.0025","0.9935","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","","0.0005","0.0005"
"11-10-2024 00:00","1731196802","0.0005","0.0005","0.003","0.995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","","0.0005","0.0005"
"11-11-2024 00:00","1731283202","0.0005","0.0005","0.002","0.997","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","","0.0005","0.0005"
"11-12-2024 00:00","1731369602","0.0005","0.0005","0.0005","","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","","0.0005","0.0005"
